accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
	HMP_2012__SRS014470__bin.37	oral		56.89655172	0.862068966			348	348_1	708933	90900	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS016002__bin.76	oral		50.86206897	0			348	348_2	576054	77445	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015941__bin.32	oral		52.5862069	0			348	348_3	687854	60807	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015209__bin.9	oral		52.5862069	0			348	348_4	652344	68121	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS075404__bin.47	oral		50.35460993	0			348	348_5	691959	30797	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS024015__bin.25	oral		60.34482759	0.862068966			348	348_6	737314	32474	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS053603__bin.52	oral		63.79310345	0.862068966			348	348_7	969081	590510	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS016569__bin.8	oral		66.66666667	0.709219858			348	348_8	890457	84902	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS014573__bin.58	oral		97.16312057	0.709219858			349	349_1	1549298	33142	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS063193__bin.52	oral		86.19237589	3.368794326			349	349_1	1390124	8840	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS017007__bin.32	oral		96.45390071	2.127659574			349	349_10	1581561	43677	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019607__bin.15	oral		87.23404255	0.709219858			349	349_100	1534161	43153	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS012279__bin.2	oral		95.39007092	0.709219858			349	349_101	1613317	50911	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS057539__bin.43	oral		77.5862069	0.862068966			349	349_102	1090273	22189	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS042643__bin.62	oral		97.87234043	0.709219858			349	349_103	1608676	69797	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.23	oral		92.90780142	1.300236407			349	349_104	1463327	8884	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			FerrettiP_2018	7	Europe	Italy	Homo		Human			
	HMP_2012__SRS053854__bin.11	oral		95.62647754	2.836879433			349	349_105	1512490	15880	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015893__bin.54	oral		95.74468085	0			349	349_106	1527028	42272	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019974__bin.56	oral		98.58156028	1.773049645			349	349_107	1697265	34522	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS011306__bin.13	oral		96.45390071	0.709219858			349	349_108	1511899	15384	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS018739__bin.43	oral		99.29078014	0.709219858			349	349_109	1672669	95091	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	ERS12516935.bin.r.42	oral		97.16	0.71			349	349_11	1663660	25364	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	HMP_2012__SRS019327__bin.74	oral		95.39007092	0.709219858			349	349_110	1578322	23677	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS017439__bin.11	oral		100	0.886524823			349	349_111	1651774	47809	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.11	oral		92.71867612	2.009456265			349	349_112	1490421	10365	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			FerrettiP_2018	7	Europe	Italy	Homo		Human			
	ERS1202863.bin.r.4	oral		80.12	2.68			349	349_113	1291088	3142	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Lassalle2017	7	Asia	Philippines	Homo		Human			
	ERS12516968.bin.r.36	oral		96.81	1.42			349	349_114	1535313	32728	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516978.bin.r.41	oral		93.5	0			349	349_115	1499877	26726	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	HMP_2012__SRS044373__bin.35	oral		55.67375887	0.709219858			349	349_116	1133240	221479	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015434__bin.76	oral		53.03634752	0.709219858			349	349_117	849121	6970	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	ERS12516990.bin.r.41	oral		95.15	0.8			349	349_118	1550438	14191	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.11	oral		93.26241135	2.127659574			349	349_119	1428881	14491	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			FerrettiP_2018	7	Europe	Italy	Homo		Human			
	CMC022.B.bin.r.37	oral		75.39	0.35			349	349_12	1108605	6132	g__Eubacterium_B;s__Eubacterium_B sulci					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS12516987.bin.r.3	oral		84.35	0.71			349	349_120	1401487	6242	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS1202878.bin.r.3	oral		78.19	3.9			349	349_121	1623400	4871	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Lassalle2017	7	Asia	Philippines	Homo		Human			
	ERS12516980.bin.r.42	oral		74.09	2.9			349	349_122	1264394	6954	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	CMC026.B.bin.r.57	oral		71.63	1.42			349	349_13	954024	4389	g__Eubacterium_B;s__Eubacterium_B sulci					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS12516934.bin.r.4	oral		100	1.42			349	349_14	1619149	56113	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516976.bin.r.33	oral		94.33	0.71			349	349_15	1520951	20865	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516970.bin.r.41	oral		95.3	1.42			349	349_16	1456611	45915	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516977.bin.r.3	oral		81.32	1.06			349	349_17	1454214	7787	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516979.bin.r.34	oral		77.05	3.19			349	349_18	1172875	5722	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
GCA_015255745.1	GCA_015255745.1_ASM1525574v1_genomic	oral	40.2900227784436	95.27	4.14			349	349_19	1671780	15940	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298729	oral		95.27	4.14			349	349_19	1671780	15940	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015255735.1	GCA_015255735.1_ASM1525573v1_genomic	oral	40.0070838238968	100	0.71			349	349_2	1725057	41708	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000299276	oral		100	0.71			349	349_2	1725057	41708	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_916438705.1	GCA_916438705.1_DRR214961_bin.32_metaWRAP_v1.1_MAG_genomic	oral	39.9710634776952	92.39	0.71			349	349_20	1735523	1735523	g__Eubacterium_B;s__Eubacterium_B sulci	human saliva metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298251	oral		92.39	0.71			349	349_20	1735523	1735523	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	MGYG000298251	oral		92.39	0.71			349	349_20	1735523	1735523	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			DRP005925	7	Asia	Japan	Homo		Human			
GCA_015256105.1	GCA_015256105.1_ASM1525610v1_genomic	oral	40.0211465008945	96.81	0.71			349	349_21	1686430	67654	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298739	oral		96.81	0.71			349	349_21	1686430	67654	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015255925.1	GCA_015255925.1_ASM1525592v1_genomic	oral	40.6726360939527	88.19	1.9			349	349_22	1246043	7546	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298758	oral		88.19	1.9			349	349_22	1246043	7546	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015255975.1	GCA_015255975.1_ASM1525597v1_genomic	oral	39.7572957524306	100	0.71			349	349_23	1835897	204865	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298683	oral		100	0.71			349	349_23	1835897	204865	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015255725.1	GCA_015255725.1_ASM1525572v1_genomic	oral	40.0323345699642	100	0.71			349	349_24	1712718	64457	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298664	oral		100	0.71			349	349_24	1712718	64457	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015255515.1	GCA_015255515.1_ASM1525551v1_genomic	oral	40.4625183577251	97.26	2.13			349	349_25	1505577	21190	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298311	oral		97.26	2.13			349	349_25	1505577	21190	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015256185.1	GCA_015256185.1_ASM1525618v1_genomic	oral	39.7538460522776	100	0.71			349	349_26	1817673	185767	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000299151	oral		100	0.71			349	349_26	1817673	185767	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS018357__bin.66	oral		89.83451537	0.709219858			349	349_27	1398224	15537	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019122__bin.72	oral		96.45390071	0.945626478			349	349_28	1682984	54713	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_015255615.1	GCA_015255615.1_ASM1525561v1_genomic	oral	39.3905717567279	100	0.71			349	349_29	2363855	64921	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298644	oral		100	0.71			349	349_29	2363855	64921	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS014271__bin.67	oral		50.70921986	0			349	349_3	1170257	117143	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS047219__bin.41	oral		98.58156028	1.418439716			349	349_3	1588422	74240	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS062544__bin.21	oral		98.58156028	1.418439716			349	349_3	1676468	109752	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_015255605.1	GCA_015255605.1_ASM1525560v1_genomic	oral	40.5510958466405	81.8	2.13			349	349_30	1320714	5887	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298748	oral		81.8	2.13			349	349_30	1320714	5887	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_000526055.1	GCA_000526055.1_EsuATCC35585v1.0_genomic	none	39.8779060653023	100	0.71			349	349_31	1728669	236697	g__Eubacterium_B;s__Eubacterium_B sulci	none	none	f	na	NCBI MAG												
GCA_001189495.1	GCA_001189495.1_ASM118949v1_genomic	oral	39.9204314180915	100	0.71			349	349_31	1739380	1739380	g__Eubacterium_B;s__Eubacterium_B sulci	curette	none	t	na	NCBI isolate												
	SEQF2744.1	oral		100	0.71			349	349_31	1739380	1739380	g__Eubacterium_B;s__Eubacterium_B sulci					HOMD			HOMD	7	North America	USA	Homo		Human			
	ERS12516975.bin.r.26	oral		89.83	0.95			349	349_32	1334405	10558	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516983.bin.r.20	oral		100	0.71			349	349_33	1828040	132223	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516992.bin.r.53	oral		86.52	0			349	349_34	1458921	32206	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516993.bin.r.39	oral		87.71	0			349	349_35	1259194	18516	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516948.bin.r.22	oral		90.31	0.71			349	349_36	1376561	38161	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516955.bin.r.26	oral		82.98	0.71			349	349_37	1319193	37069	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516954.bin.r.2	oral		90.72	1.65			349	349_38	1563997	20399	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	BritoIL_2016__W2.68.SA__bin.5	oral		64.16962175	2.482269504			349	349_39	1039370	3606	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			BritoIL_2016	7	Oceania	Fiji	Homo		Human			
GCA_015255625.1	GCA_015255625.1_ASM1525562v1_genomic	oral	40.1164733293119	69.39	1.26			349	349_4	892222	16667	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298544	oral		69.39	1.26			349	349_4	892222	16667	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
	ERS12516981.bin.r.4	oral		86.05	0			349	349_40	1374431	21719	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516932.bin.r.14	oral		92.91	1.89			349	349_41	1463539	13254	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516939.bin.r.3	oral		96.74	0.71			349	349_42	1456230	13395	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516960.bin.r.11	oral		97.16	0.71			349	349_43	1632555	159335	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516952.bin.r.13	oral		95.04	1.42			349	349_44	1521939	13756	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516994.bin.r.37	oral		100	0.71			349	349_45	1717724	291954	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516991.bin.r.14	oral		84.23	0.89			349	349_46	1374092	4629	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	HMP_2012__SRS064423__bin.14	oral		98.58156028	2.127659574			349	349_47	1627893	71505	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS065278__bin.58	oral		98.58156028	1.418439716			349	349_47	1582807	84296	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_916049945.1	GCA_916049945.1_ERR2764806_bin.2_metaWRAP_v1.1_MAG_genomic	oral	40.9243012254655	71.63	2.36			349	349_48	1111088	8246	g__Eubacterium_B;s__Eubacterium_B sulci	human oral metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298167	oral		71.63	2.36			349	349_48	1111088	8246	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			ERP125117	7	Europe	Germany	Homo		Human			
	MGYG000298167	oral		71.63	2.36			349	349_48	1111088	8246	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			ERP125117	7	Europe	Germany	Homo		Human			
	HMP_2012__SRS047824__bin.14	oral		96.80851064	0.709219858			349	349_49	1599314	93834	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_015255785.1	GCA_015255785.1_ASM1525578v1_genomic	oral	39.8226038638413	100	0.71			349	349_5	1785280	234596	g__Eubacterium_B;s__Eubacterium_B sulci	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298337	oral		100	0.71			349	349_5	1785280	234596	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS023617__bin.34	oral		55.67375887	0			349	349_50	1192435	59538	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS024318__bin.44	oral		74.82269504	1.595744681			349	349_51	1217988	20201	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_916720415.1	GCA_916720415.1_SRR15235662_bin.10_metaWRAP_v1.1_MAG_genomic	oral	40.1769595334915	94.44	1.06			349	349_52	1634611	18285	g__Eubacterium_B;s__Eubacterium_B sulci	human saliva metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298696	oral		94.44	1.06			349	349_52	1634611	18285	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			ERP131993	7	Asia	China	Homo		Human			
	ERS1202865.bin.r.5	oral		65.24	0.71			349	349_53	873088	3287	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Lassalle2017	7	Asia	Philippines	Homo		Human			
	ERS1202883.bin.r.11	oral		84.22	2.48			349	349_54	1254929	4184	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			Lassalle2017	7	Asia	Philippines	Homo		Human			
	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.20	oral		85.09456265	0			349	349_55	1265000	5802	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			FerrettiP_2018	7	Europe	Italy	Homo		Human			
	HMP_2012__SRS020856__bin.14	oral		75.79048463	1.566193853			349	349_56	1134100	4136	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS022621__bin.42	oral		92.19858156	1.440602837			349	349_57	1645439	37777	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS024081__bin.56	oral		95.39007092	1.418439716			349	349_58	1634797	30420	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS047210__bin.3	oral		97.99054374	1.050531915			349	349_59	1503266	19275	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019071__bin.30	oral		86.643026	2.269503546			349	349_6	1359609	7541	g__Eubacterium_B;s__Eubacterium_B sulci					Modern			HMP_2012	7	North America	USA	Homo		Human			
